Date;Hour;P;Test
24/03/2016;16;388,8;17,875
24/03/2016;17;349,8;17,65
24/03/2016;18;340,1;17,35
24/03/2016;19;267,4;16,55
24/03/2016;20;213,3;15,7
24/03/2016;21;186,1;14,6
24/03/2016;22;173,6;13,6
24/03/2016;23;161,8;11,8
25/03/2016;0;153,9;11,025
25/03/2016;1;174,1;10,425
25/03/2016;2;173,9;9,95
25/03/2016;3;177,8;9,4
25/03/2016;4;177,1;9,025
25/03/2016;5;183,1;8,55
25/03/2016;6;237,9;8,375
25/03/2016;7;297,2;8,55
25/03/2016;8;338,3;9,1
25/03/2016;9;369,8;10,15
25/03/2016;10;395,1;10,725
25/03/2016;11;436,3;11,75
25/03/2016;12;409;13,575
25/03/2016;13;432,3;15,175
25/03/2016;14;436,2;15,225
25/03/2016;15;360,4;14,775
25/03/2016;16;286,6;14,95
25/03/2016;17;276;14,85
25/03/2016;18;271,7;14,875
25/03/2016;19;225,7;14,1
25/03/2016;20;189;13,225
25/03/2016;21;180,2;12,6
25/03/2016;22;178,2;12,175
25/03/2016;23;186,3;11,4
26/03/2016;0;171,6;10,675
26/03/2016;1;172,1;10,15
26/03/2016;2;170,1;9,525
26/03/2016;3;172;8,925
26/03/2016;4;171,9;8,525
26/03/2016;5;178,3;7,975
26/03/2016;6;189,9;7,625
26/03/2016;7;214,1;7,575
26/03/2016;8;230;9,025
26/03/2016;9;233,8;11,025
26/03/2016;10;232,6;12,925
26/03/2016;11;230,7;15,55
26/03/2016;12;237,7;17,7
26/03/2016;13;225,2;18,6
26/03/2016;14;191,5;19,125
26/03/2016;15;185,1;19,375
26/03/2016;16;169,1;19,65
26/03/2016;17;145,7;19,625
26/03/2016;18;148,7;18,4
26/03/2016;19;168;17,4
26/03/2016;20;178,3;16,875
26/03/2016;21;180,3;16,075
26/03/2016;22;178,7;14,625
26/03/2016;23;172,5;13,275
27/03/2016;0;170;12,55
27/03/2016;1;177,6;11,6
27/03/2016;2;100;10,925
27/03/2016;3;138,1;10,2
27/03/2016;4;177,8;10,175
27/03/2016;5;178,2;10
27/03/2016;6;178,6;9,8
27/03/2016;7;172,4;9,425
27/03/2016;8;152;9,575
27/03/2016;9;148,7;10,7
27/03/2016;10;148,6;11,325
27/03/2016;11;146,7;12,55
27/03/2016;12;141;14,025
27/03/2016;13;140,4;14,925
27/03/2016;14;139,5;15,825
27/03/2016;15;141,3;16,125
27/03/2016;16;138,1;16,375
27/03/2016;17;137,3;16,2
27/03/2016;18;144,6;15,95
27/03/2016;19;157,8;15,3
27/03/2016;20;177,2;14,625
27/03/2016;21;176,8;13,75
27/03/2016;22;176,7;12,9
27/03/2016;23;180,6;12,075
28/03/2016;0;174,9;11,55
28/03/2016;1;175,7;10,975
28/03/2016;2;177,4;10,575
28/03/2016;3;179,5;10,425
28/03/2016;4;177,3;10,25
28/03/2016;5;185,5;10,2
28/03/2016;6;195,2;10,3
28/03/2016;7;191,4;10,175
28/03/2016;8;174,3;10,125
28/03/2016;9;170,2;10,175
28/03/2016;10;168;10,75
28/03/2016;11;166,6;11,7
28/03/2016;12;157,5;13,125
28/03/2016;13;162,2;13,95
28/03/2016;14;171;14,35
28/03/2016;15;163,8;14,6
28/03/2016;16;189,1;15,825
28/03/2016;17;185,3;16,55
28/03/2016;18;199,4;15,825
28/03/2016;19;179,1;15,15
28/03/2016;20;188,3;14,25
28/03/2016;21;190,5;13,8
28/03/2016;22;178,6;13,275
28/03/2016;23;177,8;13,075
29/03/2016;0;171,3;12,175
29/03/2016;1;173,3;11,575
29/03/2016;2;172,9;10,925
29/03/2016;3;172,9;10,575
29/03/2016;4;173,9;10,625
29/03/2016;5;180,7;10,3
29/03/2016;6;196,5;9,85
29/03/2016;7;265,3;9,35
29/03/2016;8;332,4;9,05
29/03/2016;9;374,3;10,175
29/03/2016;10;386,5;11,375
29/03/2016;11;413,9;12,875
29/03/2016;12;424,3;15,125
29/03/2016;13;425,2;16,575
29/03/2016;14;397,8;17,7
29/03/2016;15;354,5;19,275
29/03/2016;16;311,8;19,775
29/03/2016;17;296,6;19,8
29/03/2016;18;283,8;19,575
29/03/2016;19;239,9;18,45
29/03/2016;20;226,7;17,35
29/03/2016;21;202,8;16,325
29/03/2016;22;194,7;15,675
29/03/2016;23;189,4;14,35
30/03/2016;0;185,2;13,55
30/03/2016;1;185,4;12,65
30/03/2016;2;188,3;12
30/03/2016;3;183,6;11,725
30/03/2016;4;185;11,65
30/03/2016;5;192,3;11,3
30/03/2016;6;271,1;11,25
30/03/2016;7;350,3;11,125
30/03/2016;8;432,8;11,575
30/03/2016;9;454,1;12,5
30/03/2016;10;518,2;13,775
30/03/2016;11;491,7;14,975
30/03/2016;12;527,7;15,875
30/03/2016;13;563,5;16,725
30/03/2016;14;551,8;17,25
30/03/2016;15;470;17,875
30/03/2016;16;404,1;17,85
30/03/2016;17;378,9;17,025
30/03/2016;18;348,7;16,775
30/03/2016;19;265;16,5
30/03/2016;20;224,1;15,775
30/03/2016;21;186,5;14,4
30/03/2016;22;172,5;13,475
30/03/2016;23;158,4;13,125
31/03/2016;0;157,8;12,85
31/03/2016;1;169,9;12,8
31/03/2016;2;171,4;12,725
31/03/2016;3;173,7;12,6
31/03/2016;4;171,2;12,55
31/03/2016;5;175;12,75
31/03/2016;6;271,7;12,425
31/03/2016;7;358;12,2
31/03/2016;8;447,2;12,4
31/03/2016;9;523,5;13,2
31/03/2016;10;578;13,875
31/03/2016;11;589,7;14,65
31/03/2016;12;613;15
31/03/2016;13;612,2;15,1
31/03/2016;14;613;14,875
31/03/2016;15;565,2;14,25
31/03/2016;16;494,5;14,1
31/03/2016;17;461,4;14,425
31/03/2016;18;406,6;14,35
31/03/2016;19;288,2;13,975
31/03/2016;20;231,7;13,7
31/03/2016;21;204,5;13,125
31/03/2016;22;182,2;12,575
31/03/2016;23;166;12,575
